label	descrip
0	哎你好我想咨询一下电子税务局就是说我现在的话要把财务负责人跟办税员全都变了啊那我要怎么操作了嘞是要先去柜台提交资料还是直接在电子税务局可以办
0	你们之前好像没有这个事呢这边没有到那个窗口哇然后还要也没钱啊废话就想好一点要报废帮你
0	你好我想问一下那个那个开发票所死的卫报说的怎么处理
0	是吧
0	转人工
0	法轮功
0	我卖了一个工钱总服务区哇那那个狗畜生禽兽会陪那个谁吗
0	哎
0	呃心里新的一年的社保缴交基数
0	哦那个季度申报是怎么操作的季度申报
0	增值税专票代开
0	共三万元薪水
0	人工数
0	网报密码如何重新设置
0	那你是谁发票的熟悉
0	要购房契税现在是怎么执行的
0	哎哎请问要那个以单位名义交税那个个体工商卡里吗
0	新浪说以后开票怎么操作
0	我想问一下哦一般纳税人做建筑服务行业的就就是提供建筑服务的能够选用超额预缴吗去外地经营的话
0	你好我想问一下这是我是个体户的想要代开那个三个点的那个增值税
0	税控盘抄报
0	就是那个城镇土地使用税在哪啊
0	网上认证发票提示操作
0	社保补缴
0	哦个体户的那个定额现在是怎样改改进呢
0	人工客服
0	你好我想问一下就是我以前办的这个营业执照开了一家店吗然后现在好久都没开了然后这个营业执照要注销了是吗
0	个体工商户如何缴纳个税
0	怎么查普通发票的真伪
0	擦
0	哎你好我想请问一下嗯我在西峰盘子里面开农产品收购发票应该怎么操作呀
0	我想你发票
0	我想咨询个人所得税手续费返还的流程
0	人工客服
1	去死吧
0	按罪人员变更网上怎么操作
1	狗屎为什么
0	增值税的退税
0	没有人工湖
1	马屁
0	转人工
0	申购发票是一个人去购买发票是另外一个购票员这样可以吗
0	生物补申报
0	企业新添办税人员怎么操作
0	买房子怎么扣除专项附加
0	代扣代缴手续费返还
1	你吵死人吵死人
0	人工时间
1	诶笨蛋吗
0	经营所得税个人经营所得个人所得税季报申报了但是要重新申报要怎么操作
0	前台申报的那个个人所得税要去哪里去更改
1	这么笨
0	解决她算可爱哦那起来干嘛你解释一下
1	傻了吧
0	个体工商户怎么来办税
0	个税如何添加
0	王耀武你们说我的用户号是多少
0	不管能不能够看
1	去你妹
0	喂
0	我想申请授权办税员如何申请
0	深圳电子普通发票从官网查不到真伪
0	在扣缴个人所得税报表报告表申报的时候为什么哦发送申报了以后总是显示申报失败
0	我想问一下那个小规模可以申请代开发票吗
0	自然人税收管理系统扣缴客户端哎呀
1	小笨蛋
0	感人工
1	滚
0	添加港澳
0	个人所得税起征点多少
0	半岁一曰
0	喂你好我想那个问一下远程修改个性密码要怎么操作
0	人员信息采集的病人
0	是我的哦税控盘没办法在申报的时候抵税呢想问一下是什么
0	额就是这边显示系统我是茂哥睡的时候显示系统繁忙文件解密出错请稍后重试是什么意思
0	悲剧民企原合同备案
0	增值税的起征点是多少
1	你傻啊
0	企业所得税交多了怎么办
0	瞌睡申报但是发短信租房未申报
0	美女
0	你好我个人开专票的话出租房屋开专票的话租金在五万以内的话在十万以内的话税点是怎么收的
0	文化事业建设费的缴费工资那个怎么解释
0	社保基数申报
0	纳税人享受专项扣除专项附加扣除应当如何操作
0	个人所得税完税证明怎么开具
0	个税操作指引
0	转人工台哎哟哎哟天哪转人工台
0	今年有几个吹嘘品质都只有一个那些识别号
0	我自己
0	嗯增值税申报扣除的
0	我问一下我开发票的啊手机把这些数据全部清楚了我要下载一个什么软件
1	傻呀还是人工服务
0	你好就是我想问一下比如说我们一八年的年奖计算个税要要
0	简易计税备案
1	哦现在在洗澡啊混蛋
0	你好我代开发票四万块钱呃微信缴税一千二百三十四块九毛四但是发票倒过来上面写着是税前是一千一百六十五块零五怎么回事啊
1	烦死了
1	滚蛋
0	社保补缴
0	企业所得税是在电子税务局申报就可以吗
0	我想查一下我狗车的购置税发票
0	你好我想咨询一下哇精分
0	你好我这边被扣了两笔款我想找一下是扣的是什么代购税费
0	我的狗个税算不出来我想知道下原因然后我要怎么解释你的对话我放了七分钟它都没有停止没有声音
0	嗯人工服务
0	妈的排队十个人就这样子他们话务员是几个
0	只是装备
0	我想咨询一下我那帮小孩子那个代扣的那个意思一医保费用怎么买还没扣啊现在不是说到七月一号就够了最快六月的六月十八号怎么还没扣
1	讨厌死我不要紧
0	诶你好我想问一下就是我申报这个个税然后我申报状态失败他说我的原因是申报所属期已申报请不要重复申报但是我之前没有申报成功过
0	我想知道我这个营业执照在哪里省
1	所以狗屁
0	如果我要自己缴交社保不需要公司交自己缴交的话要怎么操作
0	你好我想咨询一下就是我个人做所得税的那个自然人税收管理系统扣缴客户端他是有一个就是说要网报密码和申报的手机号那个验证码的但是我这个手机号我已经已经不是不是我的了我现在接收不到那个验证码然后这个需要怎么样操作
1	你去死吧
1	滚
0	每个人每个月的个税交税额不同
0	那个小规模企业
0	我想问一下那个租赁附加税我
0	人工
0	嗯领导今天说我想要了解一下说客人比如说个人经营户能不能参保嗯参加酒会那个社保问题
1	你滚
0	税务变更需要办理
1	你去死喽
0	你好是这样子呃我们的我没有的公司是二零一八年十二月份的认定为一般纳税人的然后之前的话都是小规模增值税每个月的增值税都是季报能不能现在我们想转成月宝然后系统的话它是没有自动转成乐宝这个我们要怎么处理
0	三百以内的消费是不是不需要发票报销
0	人工服务
0	我操图片的话需不需要必须是添加备注吗
1	你说你大爷再说一遍
0	人工客服
0	任何想咨询一下就是现在我想网上购买发票然后直接快递的话应该怎么操作
0	操作失误多交款
0	过去工商铺代开发票事宜
0	转人工
0	人工湖
0	你好我想问一下我现在的缴纳社保是年限是七十一个月我想能不能加到九十八个月呢
0	呵呵笨笨是宝安区高层次人才奖金要缴个人所得税吗
0	龙之血啊嗯
0	转人工服务
0	个人取得利息收入应该缴纳什么
0	喂
0	哦我那个纳税申报那个报表呃错了要更正申报要在哪里操作
0	这边可以帮我查一下发票吗
0	不过扣缴义务人减税降费问题现可通过三号服务专线咨询令我局门户网站也开设个人所得税改革专栏及时发布个人所得税改革的有关信息如果您想了解个人所得税有关的最新政策常见问题填到模板操作指引和视频培训课程建议您登录深圳市税务局门户网站的个人所得税改革专栏进行查阅或下载谢查询请按一社
0	你
1	机器人有屁用啊
1	转人工服务啊你妹的
0	你好我想问一下我们的项目在宝鸡工程地点在宝鸡金台区陈仓路七十三号我们这一个跨地区经营构筑物主管税务局是哪一个是宝鸡市的哪一个数据
0	销售软件产品税率是多少
1	干你妈呀
0	啦啦啦啦啦吧吧
0	我现在想弄个大叫声申请更换了的话怎么操作
0	转人工
0	嗯老公我那身哦工程项目一角
0	人工服务
0	转人工
0	八
1	王八蛋
0	想问一下嗯装真的是装票最高就是像哦就是深的话应该怎么样操作
0	支持哎消化之前送到的时候有发验证码
0	怎么纳税申报个体工商户怎么纳税申报
0	帮我查一下一年每年度的那个扣费情况到现在还没扣费
0	我是猪
0	请教
0	自然人税收管理系统扣缴客户端初始密码是多少呢
0	个人所得税逾期申报需不需要缴纳罚款
0	发票开错了
0	如何增加购票员
0	人工语音
0	网上申报那个
0	购买发票要预约吗
0	个税验证不通过
0	可以唱一次的分开吗
0	你好我想问一下那个我那个设社保已经提交了怎么把他提交的取消还没缴费
0	人脸识别无法操作去哪个税务大厅
0	公积金账户登记
0	一社保个人缴纳在哪里缴
0	啊我想咨询一下我申报老外说的时候为什么会说
0	申报纳税
0	你好我想咨询一个事情就是说个人所得税中嗯我的父母已经超过六十岁了但是我是兄弟姐妹有三个但是指定被指定分摊指定我一个人享受这个但是在在填这个个人所得税这个上传信息调度钱都被赡养人信息还是填到共同赡养人信息这一栏
0	嗯就是哪个拉屎登记我在电子税务局上面查我们已经是第一批了科室来个板栗发票他说我们还是绑定不了是史迪奇他说
0	我这边有一个那个员工他这边一直提示说他的名字跟原来的数据库里面的名字不一致但是我们这个员工已经到那个税务局去变更过了两次了都都已经说他那边电脑已经变更过了但是我这边还是比较不了他的社保啊
0	转人工
0	首次申报税务的流程
0	怎么怎么样填表申报
0	请问物业管理费的增值税征收率是多少
0	发票发放需要携带什么资料
0	哎呀我是南京的这边有一张里面深圳的电子发票为什么在国家税务查验平台上呃说代码有误
0	困得睡吧票血站平台
0	医疗保险扣费情况
0	去你问一下房产税的缴纳
0	查询申报信息
0	我想哦问一下就是那个现在不是可以叫你叫吗十六降到十三然后的话我们十月份以后还要开十六个点的发票的话应该怎么操作
1	给我滚
0	人工客服
0	哦我这样那个我们转让已使用的固定资产是
0	你好你好
0	转人工
0	最胖被锁死
0	哎呦我的我想你因为我的企业吗他二零一八年的嗯净利润是负的三万五千八百七十八但是他有个四万两千的一个呃职工薪酬那他她那那那这个这部分的职工薪酬是屌丝吗在计算企业所得税的时候
0	喂你好我想问一下就是如果是呃金税盘锁锁死区要怎么去接受呢
0	呕死你叉车
0	废物技能客服小声的问领奖咨询什么
0	黑独立核算分店取消企业所得税汇总备案后如何申报企业所得税
0	南岸区购置车辆购置税在那个网上再怎么购买车辆购置税
0	去那个办证大厅办理的时候那个一她已经进入那个扣款项了但是电脑死机了但是在查询不到我的信息了
0	我小孩的社保卡既挂钩银行卡的但是发现你银行卡没钱了现在才发现深圳台南补交那个那个钱吗
0	冷宫
1	笨蛋
0	退出
0	人工服务
0	就是我想问一下你们那边税务局的然后机器打出来为什么查到信息不一致
0	人工服务
0	哪
0	想咨询自然人税收管理系统客户端的问题
0	我想问代扣代缴的个税去哪里退
0	我现在的法定代表人已经变更了但是睡不着系统上面看到是没有变更的
0	元月十四号题注销七月七需要办些需要什么手续
0	嗯医保查询
0	我在
0	我要查下那个在电子税务局里面查一下外经证换新证在在哪个里面可以查找
0	额请问一下在核定核定发票呃怎么删除漂走
0	我问一下那个就是漏认证了哎呀
0	税务管理员
0	我想问一下汇算清缴政策风险里面说我们有次数滞纳金但实际上没有这个点
0	股东变更
0	想问一下消费税的附加的
0	现在客运服务的发票可以抵扣增值税吗
0	我不是要问哥是呀我要问社保
0	个人所得税
0	转人工
0	哦你好这是我想问一下就是刚出生的宝宝然后他的爸爸妈妈没有结婚证包邮了有互撸了户口了然后可以拜一社保吧
0	是在宝鸡开的然后在西安南郊那个什么
0	工业工程合同
0	地税电子签章流水号在哪里
0	疯子睡进项抵扣是不是只要在下个月的税期之前进行勾选确认都可以抵扣在这个月了呀
0	哎
0	这个社会已经十万位吗普票真的喜欢你现在股票十万没了吗十万位的尊重
0	嗯这是如果我们公司新招进来一个人那他之前的那个专项扣除还要扣除吗还是说
0	嗯社保可以补交吗
0	呃我配偶的那个大病医疗支出是否可以在纳税人税前扣除
0	个人所得不是个人
0	呵呵转人工
0	转人工
0	用法注册还是用
0	我要把我的房子
0	喂你好
0	个人所得税手续费返还
0	我的银行卡扩权的金额过三百万的金额是扣给谁
1	天冷的天操他妈的
1	你傻了吧
0	大家都赶紧过来抱一下联通
0	二的套餐
0	嗯我想了解一下那个股权激励涉及到的那个预言个人所得税事项
0	票种核定
0	请帮我转人工服务
0	哦我离开了那个呃交的物业管理费好多没开音那个发票我们要求开发票
0	二零一五年逾期的个人所得税在系统上怎么报
1	他妈的我没有听到客户
0	增值税怎么收
0	自然人税收管理系统扣缴客户端需要税款计算但进行不下去可为什么
0	帮我转人工信息
0	社保怎么还没扣费
0	今年的社保基数出来了吗
0	那个对公账户扣税需要提供什么资料啊
1	我操你妈
1	今天死机了吗是一部什么意思吗抱不起啦你不懂吗你这个傻瓜
0	呃我想问一下那个注销出口退税资格的那个药需要什么资料啊
0	嘎嘎
0	你好就是我那个财务负责人是我然后但是到那个个税软件远程操控的时候那个软件里面没有这家公司
0	转人工
1	死人
0	请问一下那个个人所得税申报的生产经营表的那个三方扣款协议去哪里签
0	怎么行啊
0	我在微信上申请个人开发票的操作时经常会出现接入有误的情况是什么
0	个人所得税完税证明需要带什么资料
0	哦你好我想问一下就是那个就是会计人员离职后为什么那个该死的公司信息还要发到我们这个手机上面来啊
0	我靠
0	喂
0	就是那个发票盖错章了盖成公章了可不可以叫爱呃发票专用章上去
0	才去
0	我想咨询那个我刚才有一条信息扣社保三百二十是什么项目是什么什么名字我怎么会有扣这个扣这个费用想查询
0	请问一下专项附加扣除好那种信息的查的出来啊什么时候开始填写能查出来吗
0	你好我个人出租房屋商业的房屋假的资金在五万以内的我开专票的话这个税点是大概十几块钱
0	系统系统出现故障
1	你知道个屁
0	我的手机费
0	雷军问我我这个月的那个社保怎么还没有扣扣费
0	你好
0	不想问一下那个下面那个社保增员要怎么操作
0	中国电信股份有限公司发票代码二五零零零开头如何查询真伪
1	你是笨蛋吗
0	怎么回答喂
0	你好我想咨询一下呃那个吧嗯增值税发票代开是在哪个网站呢
0	五千起征点扣除问题
0	就是那个现在现在小孩出生满那个一个多月有参保那已经有去办贷款了什么时候会扣
0	企业留抵的增值税可以申请退税吗
0	跨越的红字发票怎么作废
0	人工
0	不过也是最傻的儿子征税
0	劳务分包合同有涉及部分的材料能不能
0	医保委托代扣
1	滚
0	个人所得税生产纳税经营所得税申报表
0	偶尔询问一下今年我的社保卡
0	我要填发票备注需不需要填工程名称跨区域如何才叫跨区域
0	办理
0	哦就是个人汇款到公司账户然后开拍要开开个公司这样可以操作吗
0	现在增值税申报增值税现在那个的时候一窗式对比则老是出现异常是什么原因呢
0	哎
0	增值税专用发票最高开票限额审批
0	哦我想知道那个呃
0	个子为什么报不了
1	我不要你你给我滚大哥真的没不见了
0	平台好现在不是重新修改了就是我要认证的发票吗那我他是说不退税凭证的发票在上传操作前进行删除那我只是先点一部分
0	你好
0	房产税
0	关于
0	真不知道怎么说
0	是呀
0	婆娑我的身份
0	我的扣款没成功但是卡上没钱我说现在卡上有钱了怎么现在还不扣我是怎么原因要什么时候才扣
1	好不好使怎么玩妈了个逼都气人了
0	小规模可以代开除了三个点以外税率的专票吗
0	哇去那个丁丁的傻了吧
0	我在那个曾申报增值税的时候在那个纳税表增值税纳税表附件资料一包装的时候保存不了显示的是五快递服务发票五对应税目
0	心血出租汽车一个月收入一千多钱
0	傻人手机号码变更
0	总是说密码不正确登陆密码为什么总是输的的过后都无法正确呀
1	你作业没写完烦死了
0	优惠备案在哪在哪里填写
1	我想骂人
0	网上说不用啊所以我就确认一下
0	三税控盘锁死
0	那么笨个人所得税扣缴税款登记表在哪里下载
0	请问领取了地址变更后的营业执照后要带什么文件去税务局登记呢
0	一般纳税人一千
0	你好这个我给小孩子绑定了那个医保卡什么时候扣费啊
0	个税申报
1	你有病
0	什么时候是工作时间
0	
0	可你好我想问一下那个即征即退正式申报怎么报啊
0	你好现在个人所得税是一块然后是劳务费的话这是是否也有那个减除费用每年六万还有加上附加复仇呢是按年清缴呢二年汇算清缴了
0	壮阳功
0	我说晚安
0	这吧
0	大病医疗附加扣除怎么扣的
0	我要申报税该怎么操作
1	去死一个税务局
1	滚
0	转人工服务
0	诶那个像费的哦说听说十六点将十三个点哦十点将九个点请问什么时候实施啊
0	嗯金税盘轻卡需要携带的资料
0	请问为什么是这个税申报它总是提示密码效验不通过是因为什么
0	渝中区税务大厅地址
0	一
0	嗯怎么补缴医社保
0	转人工
0	我爱你了他找死去了
0	运输服务类发票
0	个人所得税已经申报了在那个税务的网站里面显示
0	建筑服务行业有没有增值税有没有优惠政策
0	查询公司地税是否开通
1	你奶奶个逼
0	凭密码没绑定
0	你好
0	关注睡的那个商报四点二中的各项社会转出来几点没有跳出来
0	哦就你干活并将如何是如何申请
0	贱人税收管理系统扣缴客户端网报密码
0	请帮我转人工
0	人工服务
0	喂喂喂你好
0	我想问一下今年的翔安区这边农村社保要交多少钱一个人加多少钱
0	纳税人子女接受学历教育的扣除标准
0	我要转人工服务
0	我要成为公主麻烦给我转人工服务
0	四月份能否开十六个点的发票需要怎么操作
0	请问居民企业投资收益免税的还用备案
0	哎你好我想问一下就是比如说那个扣缴义务人变更的话是怎么样怎么样在上面操作的
0	洛克人城一百瓦沟村一百五吗
1	哦你妈
0	自然人税收管理系统扣缴客户端然后申报个税的时候要申报密码然后提示错误我应该这么操作
0	你们都快来了
0	静脉血套餐中要求上传开户许可证但是现在开户许可证取消了怎么办
0	赶紧办
0	我是笨蛋相符
0	熬到几点啦有啊打电话给单位早上几点
1	妈呀一个智能客服是想把我淹死
0	啊
0	但是所有的不满笨蛋聊天那个人不能超过一切那个赡养老人
0	嗯我想问一下二零一九年社保缴费基数的上下限
0	转人工
0	嗯
0	进项税抵扣增值税进项抵扣
0	我想咨询一下发票增值税发票的金额我们的开的发票提额申请贴在哪里操作
0	哼
0	你好我想问一下就是我们有变更了名称跟那个地址那我们在退税系统我们应该再要就是我们有退税可要在哪里去修改
0	你好我想问一下我查就是修改个税申报系统的密码在需要带什么资料
0	好功夫五八一三
0	开户许可证没有没有了怎么办
0	那边只有幺可以帮我查一下
0	两个监工
0	转人工
0	社保卡
0	喂你好呀
0	不知道那个
0	就在报那个财务报表财务报表年报的时候它弹出来一个消息一个对话框上面写的是本期该税种的其他凭证种类已经填写请切换为原凭证种类删除后再操作新种类的凭证
0	嗯就是嗯
0	喂
0	那我想请问一下那个额就是在一月份的时候呢哦一月份申报的时候呢有一个叫什么来着就是哦本期诞辰税收入但不知道我也忘了是怎么怎么到里面去的但是我想做一下更改那现在在网络上能操作吗
0	喂
0	转人工服务
0	不离线好就是说我们公司的本地的缴交的基数是怎么转
0	嗯小规模纳税人如何开砖增值税专用发票
0	房屋租赁
0	我想咨询一下深圳市一点光广告传媒有限公司是否具有政治这一般纳税人资格
0	哦抵扣
0	麻烦转人工服务
0	嗯从生产型的免抵退站到商贸型的退税是这样子也可以
0	恶有恶报18年企业所得税要报财务报表吗
0	额我想问一下这个公司的员工这个呃综合所得就是申报第一项操作地铁姐所有的员工都是正常的但是这二款价格税款计算你有两个员工他是算出来的这个额正常的更新更新走得近就是跟别人不一样是怎么回事吗
1	我都懒得问你了你个垃圾
0	包会
0	喂你好可以问你
0	我想问一下社保缴纳基数然后要查询他实际缴纳金额
0	你好我想问一下就是那个增值税税率那个下降从百分之十六下降到百分之十三这个季节有制造业吗然后享受贸易批发的这种病吗
0	那给你放个半天就打了几炮
0	我在国税网办理了无纸化退税然后呃退税什么时候能下来
0	嗯转人工
0	年对年年度缴费基数已经申报了我要更改可以改吗可以重新提交吗
0	人是这样子的就是有一个人员她在厦门有缴纳社保但是在北京又想拿另外一个车宝贝我想把他在北京的社保啊
0	喂你好
0	小规模的自行开具增值税专用发票哦去税务局办理的话预约哪个好
0	思明区税务局
0	要怎么操作
0	嗯你好我是厦门想念盈贸易有限公司的哦我公司是有哦之前是有房产是我们自己使用现在是我们房产是要转租出去像这样的我们应该怎么登记处理
0	申领普通
0	我想咨询我小孩一社保现在还没有扣掉是什么原因
0	转人工
0	想查询那个就是完税证明那个发票那个
0	个人所得税嗯怎么开发票
0	那个发票十万位在网上怎么申请
0	就是说电子废物开票我们是开发开普票还是开专票
0	完税证明在哪里打印
0	人工
0	囊哥研究
0	小规模纳税人一个月普票为多少
0	哎你好我想问一下就是在帮我那个年报的那个财务报表的时候他上面就是点的时候他提示他说本期该税种的其他凭证种类已经填写请切换回原平镇总被删掉后再操作新瓶颈种类这种是什么情况
0	我没有带卡为什么发信息再说我在农行贷款
0	哎
0	嗯怎么注销个体公司然后怎么在猪七注销总公司
0	我想申报一项出口免税销售额但是申报表格不通过应该怎么操作呀
1	你妹呀
0	嗯今天下午怎么贺岁啊登记好了
0	绑定号码怎么绑定
0	问一下就是呃就是在深圳公明的那个变更信息我的这个病能自己有没有变更法人
0	我是分公司的类型是独立核算的目前来讲我那个去我姐夫的事情用不了嗯这个在网上自己操作停不了但这个会不会有预期会有罚款呢
0	哦查询社保业务
0	完税证明打印
1	说你妹呀这么早下班
0	嗯那个个人所个人独资企业那个个人所得税是
0	人工服务
0	打电话给我退休人员需要交关税吗
0	那个
0	代征代扣捷报
0	存款账户账号报告里面有一个社会保险费缴费人存款账户账号报告表那个怎么操作
0	进项税额转出
0	我想查一下一社保孩子的益寿保就是缴费问题
0	超限量领购发票
0	如何查询个税扣缴情况
1	妈蛋的什么鬼机器人
1	你是不是有病
0	刚说的那个是什么
0	嗯
0	哦增值税申报有误该如何操作
0	你好
0	是所有人
0	请问客人可以开发票给企业吗
0	代扣代缴个税手续费返还
1	像个傻逼
0	嗯小规模纳税人代开发票
0	你好我想查一下二零一九年民营经济扶持政策那个怎么申请
1	哎呀烦死了
0	我停保难道我重新
0	跟谁聊的刻辞
0	其实哥是凡凡手续费怎么操作
0	我们公司一八年就成立了工会一直没有提取工会经费请问现在可以提取之前不提取吗
0	戴蔻代购
1	你个蠢逼啊
1	真的是蠢猪
0	陈先医保医保城镇医保我们是那个委托
0	这样未成年社保怎么停保
0	我的每一个中国人的工作我是想问一下我那小孩子已经退保了但是地税局那个水族馆孩子的保费扣掉了因为是你明年的我小孩子明年没在这边呢
0	我在微信公众号上请授权办税员怎么
0	下次我想问一下就是从今年的那个个月生产经营所得的那个个税是在哪里申报呀
0	我想问一下就是那个购票员变更购票员可以再往广东那边操作吗
0	我需要人工服务
0	是那个
0	喂你好我给你发给我转人工
0	嗯我想咨询那个小孩那些扣费情况是医保的
0	非独立核算分店取消企业所得税汇总备案后如何申报年度企业所得税
0	嗯政府重疾险三十元的那个呃总结鲜椒辣可以在个税税前扣除吗
0	加计扣除的那个表格怎么填
1	你是猪吗
0	你好就如我的那个账户账户名登陆账户名忘记了呃怎么操作
1	笨蛋
0	嗯你好我想问一下就是我要我是那个个体工商户然后第一次分到那我要怎么操作直接在网上操作吗
0	嗯
0	请问二零一八年的年终汇算清缴开始了吗
0	呃是这样的就是那个我想问一下就长了现在那个个人所得税申报嗯要怎么操作就是那个公司这块的
1	去你妈的逼去了
0	我想咨询外国人外国人法人代表后是绑定实名绑定的话要怎么输入那个身份证号
0	我想查一下我的这个医保卡是过春节时候缴费的怎么现在卡上还没有到账没有余额
0	人工服务
0	税务注销
0	把转人工
0	我要找人工服务
0	这是要逼我说了你们怎么处罚
0	人工服务
1	不不是傻子你都这么敏感你不知道我说什么
0	我要人工服务
1	保证人工服务人工服务没有那资格惠民回答个屁
0	现在还能开十六个点的发票吗
0	发票超限量申请怎么怎么操作
0	转地税
0	我那时候自然人最高的是多少讲课的那个密码忘了怎么弄
0	哪个啊
1	不不是傻子你都这么敏感你不知道我说什么
0	人工服务
0	我想咨询在哪里办社保呢
0	是不是
0	哦帮我转人工转人工现在我要是有就奇怪问道那请问接到记者的真相
1	二逼
0	称得上字能死语音真的是
0	转人工
0	当然购票人
0	这就是系统的
1	哪个婆娘是当傻子真特么就是个傻子
0	我买了一辆电动车然后我要商家给我开发票商家说只能给我开一千五的我买的车是三千一百九十九的个为什么不给我开全他说如果开全票的话我需要我我操这个设想是不是对的
0	个人所得税起征点多少
0	你办理了三方协议在双扣角是血液但是呃在实际扣缴中提示了三方协议无效查询不到三方协议是怎么回事
0	我要预约龙华税局的那个好
0	喂你好
0	我想咨询那个2018年齐利平登记你们随物品等级是是个啥子鸡
0	乐乐
0	二手房原价转让要交些什么税
0	妈的你妈有你个头啊我醒了一起的
0	啊四月份开具的发票可以抵扣的三月份吗
0	周长为气血虚记得带什么材料
0	转人工
0	妈了个语音的吗
0	修筑超时请重新输入
0	嗯就是那个呃劳务费的话如果退的话是需要什么资料
0	四月份需要申报一季度的房产税吗
0	我要找人工
0	你能解答就不用人工服务了
0	我见那个狗做网登记的那个找一个人名义缴交的那个养老保险然后之前没有办理那个一卡通哦代扣那我现在不用再去办理操作处理他什么了吧他到时候那个假期到了自己会从银行扣钱就不是
0	社保已申报但但扣款有问题
0	八
0	广元
0	
0	你好傻哦固定资产汽车的话要叫什么你要小心岁
0	我没想过能克服它自己跳出来的
0	什么叫地税社保
0	你妈的18年开的普通发票在一九年可否逢冲
0	这个人真是有毛病吧这个什么奸仔
0	哎开票离线开票时间超限怎么解决
0	转人工
0	晕
0	给人东京人工快点快点
0	我靠我要吃早餐
0	无遗产继承房产需要交什么税费
0	乐宝汇年报申报是在哪里
0	我想查询五月份物我的钱为什么会的扣子扣掉几百块
1	狗屎我我我想咨询一下所得税
0	装嫩是病定闹钟
0	啊集成电路软件备案
0	我需要人工接听
0	我想查询一下圆的申报密码
1	有病呀给我讲解一遍
0	哦我想咨询一下那些
0	点知食唔住哪个珍宝怎么申报
1	哎你大爷
0	你好我想问一下这样能代开发票现在那个综合税率是多少
0	怎么描述啊
0	本身
0	请问我这个月的序幕有那些小山
0	请教问题我需要要连接一下人工客服
0	别人谁呀你好我这边是一家个体户那哦如果我那个有有那个有坐有坐
1	你说个鸡巴循环问题
0	你是我登不上去了转人工
0	比如说是企业餐饮的他一个月免免税的额度是多少就开发票了吧
0	我想问一下三代手续费返还怎么申请
0	怎么将错误的小规模纳税人改为一般纳税人
0	我想问一下刚才我收了条短信说什么税务要怎么跟笨的还是什么吗
0	呃我就是想查一下我这个医保卡我市过春节交的钱怎么现在帐户上面一分钱都没有
0	然后
0	不止你一人授权
0	哦上个月在申报个税的时候那个公积金和社保没有拆分我想问一下现在可不可以在哪里做一个修改
0	个税返还
1	傻哇勾选人工服务
0	请问一下新入职的员工怎么就是累计的怎么计算的累计奖池累计减除费用
0	飞影组织企业所得税免税资格是不是需要
0	我怎么领取发票
0	已经申报二零一八年第四季度的所得税为什么体制未申报
0	增加购票员怎么操作
0	增值税进项家具抵减政策
1	就是你妹啊我打人工
1	你这个脑残
0	喂你好我在这个样子还一直被你发现我这个邮件帮你弄办公室四十以上的游戏是什么情况
0	嗯你好我想问一下我儿子帮我儿子做个医保社保到底扣了母亲让你给我查一下
0	你能听见我说话吗
0	哎专项附加扣除没有扣除
0	你好我想咨询一下就是房地产夫妻在房产证上加名字需要开通一个是正直去开这个免费证明还需要些什么资料去才能开得到这个免税证明
0	导航可以那个我想查一下我的社保六月十四号为什么扣那么多因为我去办理业务的时候没说交那么多
1	像你妹
0	你好吓一跳三十一日前做好准备
1	狗屁给我咨询了个什么东西
1	你是猪服务中心
0	社保已经生成了然后还没扣钱要坐会
0	小妹的新号码企业所得税一八年年报里面的弥补亏损明细表最后一行可结转以后年度亏损额的合计的公式逻辑是来体验的合体
0	哎请问一下税务稽查就低所以玩着去呗手机上就的电话呀
0	我想咨询一下就是那个我小孩子上次是六月几号扣钱的时候钱我里面卡里面没钱吗代扣的没没课上没课上我就是现在你没有了怎么还没扣啊
0	二零一七年的企业所得税涉及到的结果补税的应该如何操作
1	哎呀真的是烦死
0	你好请问一下这是我们是即征即退企业申报增值税的时候那个附加税是不是自动要缴还是要另外到什么部门去申请呢
0	你好我想问一下那个宝安南路宝丽大厦属于哪个街道啊是属于是罗湖的哪个这个税务所
0	嗯你好就是以前是代扣代缴甲方代表的是电视服务提问情绪有点坏代扣代缴的但现在我开增值税发票的话是不是也可以甲方给我代扣代缴那我这个情报还什么操作
0	我找人工服务台
0	代开增值税普通发票需要什么资料
0	嗯国税申报表申报后然后显示一窗式对比改或许异常抵扣凭证是发生错误这是怎么回事
0	印花税
0	变更税种信息提高普票单张开票限额
0	哇你好我帮我查一下我两个小孩那个医保卡在银行里面贷款那现在怎么只只代扣一个人还有一些没带过来
0	那个我想问一下那个那个电子发票上那个那个就是税务局那个公章应该是就是地方上的应该是有事实依据的吧应该是一致的不应该出现出现别的别的有差异的吧就不应该只有一个长子
0	建筑企业受托额叶受业主委托缴纳增税
0	人工服务
0	计算财产转让所得的时候可以理解的除了财产原值如何确定
0	社保问题
1	傻逼啊坑爹呢
0	转接人工服务
1	你他妈不是六点下班吗五点半下班了
0	能够
0	嗯我想查一下那个小孩的那个社保已经一年到了是几月份扣款的
0	电子发票购票失败的原因
0	去税务大厅作废申报表要带什么资料去
0	二月份的个性为什么没有报成功
0	嘉联事物
0	发票遗失
0	你看电视吗比如说福德不可思议的改变对啊对啊肯定会疼的要死要死的
0	型血
0	预约办税新系统操作指南
0	代扣税
